lx,report_date,report_time,reporter_name,reporter_phone,report_type,incident_location,incidenet_location_specific,incident_location_province,summary,investigator,case_status,note
2568-204,2025-07-11,16:20 น.,คุณปรีดา วัฒนา,095-456-7890,อุบัติเหตุจราจร,ถนนเพชรเกษม (ใกล้ซีคอนบางแค),เขตภาษีเจริญ,กรุงเทพ,เมื่อวันที่ 2025-07-11 เวลาประมาณ 16:10 น. รถยนต์ของ คุณปรีดา ถูกรถกระบะที่ขับขี่ด้วยความเร็วสูงชนท้ายอย่างแรงขณะติดไฟแดง ทำให้รถของเธอได้รับความเสียหายที่ท้ายรถอย่างมาก ส่วนคนขับรถกระบะได้รับบาดเจ็บเล็กน้อย,พ.ต.ท.หญิงปรีดา ศรีสุข,อยู่ระหว่างสอบสวน,รอผลการตรวจสภาพรถและเจรจาประกัน
2568-205,2025-07-12,19:00 น.,คุณวรพล สุขสันต์,061-567-8901,ทำร้ายร่างกาย,สถานีรถไฟฟ้าบีทีเอสชิดลม,เขตปทุมวัน,กรุงเทพ,เมื่อวันที่ 2025-07-12 เวลาประมาณ 18:45 น. คุณวรพลถูกชายแปลกหน้า (ประมาณอายุ 20-25 ปี) ทำร้ายร่างกายด้วยการชกต่อยและเตะ เนื่องจากไม่พอใจที่ถูกมองหน้า คุณวรพลได้รับบาดเจ็บฟกช้ำที่ใบหน้าและแขน,ร.ต.อ.วิชาญ ชัยชนะ,อยู่ระหว่างสอบสวน,ตรวจสอบกล้องวงจรปิดของสถานีรถไฟฟ้าและสอบพยาน
2568-206,2025-07-13,10:15 น.,คุณจินตนา พลอยงาม,083-678-9012,ของหาย,ตลาดนัดจตุจักร โครงการ 25,เขตจตุจักร,กรุงเทพ,"เมื่อวันที่ 2025-07-13 เวลาประมาณ 09:45 น. คุณจินตนาทำกระเป๋าสะพายข้างยี่ห้อ Michael Kors มูลค่า 8,000 บาท หายขณะเดินเลือกซื้อสินค้า ภายในมีเงินสด 2,000 บาท, บัตรประชาชน, และบัตรเครดิต",พ.ต.ท.หญิงปรีดา ศรีสุข,อยู่ระหว่างสอบสวน,ประสานงานร้านค้าบริเวณที่คาดว่าทำหายและตรวจสอบกล้องวงจรปิด
2568-207,2025-07-14,08:30 น.,คุณดำรงค์ ใจกล้า,094-789-0123,ลักทรัพย์,"คอนโดมิเนียม ""ลีฟวิ่ง เพลส"" ห้อง 1203",ข้อมูลไม่เพียงพอที่จะระบุเขต,unknown,"เมื่อคืนวันที่ 2025-07-13 ระหว่างเวลา 23:00 น. ถึง 06:00 น. ของเช้าวันที่ 2025-07-14 คุณดำรงค์พบว่าประตูห้องพักถูกงัดแงะ และนาฬิกาข้อมือยี่ห้อ Tag Heuer มูลค่า 80,000 บาท พร้อมเงินสด 15,000 บาท ได้หายไปจากลิ้นชักโต๊ะข้างเตียง",ร.ต.อ.วิชาญ ชัยชนะ,อยู่ระหว่างสอบสวน,ตรวจสอบรอยนิ้วมือแฝงและกล้องวงจรปิดของคอนโดมิเนียม
2568-208,2025-07-15,13:00 น.,คุณเสาวลักษณ์ เมตตา,065-890-1234,ฉ้อโกง,"ร้านค้าปลีก ""บิ๊กซี ซูเปอร์เซ็นเตอร์"" สาขารามคำแหง",เขตบางกะปิ,กรุงเทพ,"เมื่อวันที่ 2025-07-14 คุณเสาวลักษณ์ถูกหญิงคนหนึ่งหลอกให้ซื้อคูปองส่วนลดปลอม โดยอ้างว่าจะได้รับส่วนลดพิเศษจำนวนมาก หากซื้อคูปองในราคา 5,000 บาท เมื่อนำไปใช้ที่เคาน์เตอร์จึงพบว่าเป็นคูปองปลอม",พ.ต.ท.หญิงปรีดา ศรีสุข,อยู่ระหว่างสอบสวน,สอบปากคำพยานและตรวจสอบกล้องวงจรปิดในบริเวณจุดเกิดเหตุ
2568-209,2025-07-16,17:45 น.,คุณมนตรี ศรีสุข,086-901-2345,อุบัติเหตุจราจร,ถนนรัชดาภิเษก (ใกล้ MRT ศูนย์วัฒนธรรมฯ),เขตห้วยขวาง,กรุงเทพ,เมื่อวันที่ 2025-07-16 เวลาประมาณ 17:30 น. รถยนต์ของ คุณมนตรี ถูกรถจักรยานยนต์ที่ขับขี่มาด้วยความเร็วสูงชนท้ายอย่างแรงขณะจอดติดไฟแดง ทำให้รถของเขาได้รับความเสียหายที่ท้ายรถอย่างมาก ส่วนคนขับรถจักรยานยนต์ได้รับบาดเจ็บสาหัสและถูกนำส่งโรงพยาบาล,ร.ต.อ.วิชาญ ชัยชนะ,อยู่ระหว่างสอบสวน,รอผลการรักษาผู้บาดเจ็บและตรวจสอบกล้องวงจรปิดจราจร
2568-210,2025-07-17,10:00 น.,คุณสมยศ พลเมือง,089-012-3456,ทำร้ายร่างกาย,สนามกีฬาแห่งชาติ,เขตปทุมวัน,กรุงเทพ,เมื่อวันที่ 2025-07-17 เวลาประมาณ 09:30 น. คุณสมยศถูกชายไม่ทราบชื่อ (ประมาณอายุ 25-30 ปี) ทำร้ายร่างกายด้วยการชกต่อยและเตะ เนื่องจากไม่พอใจที่ถูกเตะบอลพลาดไปโดนตัว คุณสมยศได้รับบาดเจ็บฟกช้ำที่ใบหน้าและลำตัว,พ.ต.ท.หญิงปรีดา ศรีสุข,อยู่ระหว่างสอบสวน,ตรวจสอบกล้องวงจรปิดของสนามกีฬาและสอบพยาน
2568-211,2025-07-18,12:10 น.,คุณดวงพร รุ่งโรจน์,061-123-4567,ของหาย,สวนสัตว์เปิดเขาเขียว,จังหวัดชลบุรี,จังหวัดชลบุรี,"เมื่อวันที่ 2025-07-18 เวลาประมาณ 11:45 น. คุณดวงพรทำโทรศัพท์มือถือยี่ห้อ Samsung Galaxy S25 Ultra สีดำ มูลค่า 45,000 บาท หล่นหายไปขณะเดินชมสัตว์ เธอพยายามเดินย้อนหาแล้วแต่ไม่พบ",ร.ต.อ.วิชาญ ชัยชนะ,อยู่ระหว่างสอบสวน,ประสานงานกับเจ้าหน้าที่สวนสัตว์เพื่อตรวจสอบพื้นที่และสอบถามผู้พบเห็น
2568-212,2025-07-19,09:30 น.,คุณธนาธิป สุขเจริญ,082-234-5678,ลักทรัพย์,"บริษัท ""เวิลด์ทัวร์ จำกัด"" ย่านบางกะปิ",เขตบางกะปิ,กรุงเทพ,"เมื่อคืนวันที่ 2025-07-18 ระหว่างเวลา 22:00 น. ถึง 07:00 น. ของเช้าวันที่ 2025-07-19 คอมพิวเตอร์โน้ตบุ๊กยี่ห้อ MacBook Pro มูลค่า 60,000 บาท จำนวน 2 เครื่อง ได้หายไปจากสำนักงาน มีร่องรอยการงัดแงะที่ประตูหลัง",พ.ต.ท.หญิงปรีดา ศรีสุข,อยู่ระหว่างสอบสวน,ตรวจสอบกล้องวงจรปิดของบริษัทและเก็บลายนิ้วมือแฝง
2568-213,2025-07-20,14:00 น.,คุณวิไลลักษณ์ แสงเดือน,063-345-6789,ฉ้อโกง,ตลาดสดปากเกร็ด,จังหวัดนนทบุรี,จังหวัดนนทบุรี,"เมื่อวันที่ 2025-07-19 คุณวิไลลักษณ์ถูกหญิงสูงอายุคนหนึ่งหลอกขายยาสมุนไพรปลอม โดยอ้างสรรพคุณเกินจริงและเรียกเก็บเงินในราคาสูงถึง 12,000 บาท เมื่อนำยาสมุนไพรไปให้แพทย์ตรวจสอบจึงทราบว่าเป็นของปลอม",ร.ต.อ.วิชาญ ชัยชนะ,อยู่ระหว่างสอบสวน,สอบปากคำพยานแม่ค้าในตลาดและตรวจสอบกล้องวงจรปิดบริเวณแผงขายของ
2568-214,2025-07-21,08:00 น.,คุณเกรียงไกร มีชัย,088-456-7890,อุบัติเหตุจราจร,ซอยสุขุมวิท 49 (ใกล้ปากซอย),เขตวัฒนา,กรุงเทพ,เมื่อวันที่ 2025-07-21 เวลาประมาณ 07:45 น. คุณเกรียงไกรขับรถจักรยานยนต์ถูกรถยนต์เก๋งสีดำ (จำทะเบียนไม่ได้) ที่จอดอยู่ริมถนนเปิดประตูโดยไม่ทันระวัง ทำให้รถจักรยานยนต์ชนเข้าที่ประตูและคุณเกรียงไกรล้มลงเล็กน้อย รถยนต์คันดังกล่าวได้ขับออกไปอย่างรวดเร็ว,พ.ต.ท.หญิงปรีดา ศรีสุข,อยู่ระหว่างสอบสวน,ตรวจสอบกล้องวงจรปิดจากอาคารและร้านค้าบริเวณใกล้เคียง
2568-215,2025-07-22,17:30 น.,คุณอรุณ ศรีสวัสดิ์,095-567-8901,ลักทรัพย์,ลานจอดรถห้างสรรพสินค้าเซ็นทรัลเวสต์เกต,จังหวัดนนทบุรี,จังหวัดนนทบุรี,"เมื่อวันที่ 2025-07-22 เวลาประมาณ 17:15 น. คุณอรุณกลับมาที่รถยนต์ของตนเองหลังจากการซื้อของ พบว่ากระจกหน้าต่างด้านหลังฝั่งซ้ายถูกทุบแตก และกระเป๋ากล้องถ่ายรูป Nikon พร้อมเลนส์ มูลค่ารวม 70,000 บาท ที่วางอยู่เบาะหลังได้หายไป",ร.ต.อ.วิชาญ ชัยชนะ,อยู่ระหว่างสอบสวน,ประสานงานกับเจ้าหน้าที่รักษาความปลอดภัยของห้างเพื่อขอดูกล้องวงจรปิดในลานจอดรถ
2568-216,2025-07-23,10:00 น.,คุณนงลักษณ์ บรรเจิด,061-678-9012,ของหาย,ตลาดสดบางใหญ่,จังหวัดนนทบุรี,จังหวัดนนทบุรี,"เมื่อวันที่ 2025-07-23 เวลาประมาณ 09:30 น. คุณนงลักษณ์ทำกระเป๋าเงินแบบผ้าสีเขียวหายขณะเดินซื้อของ ภายในมีเงินสด 3,500 บาท, บัตร ATM, และบัตรเครดิต",พ.ต.ท.หญิงปรีดา ศรีสุข,อยู่ระหว่างสอบสวน,ประสานงานร้านค้าบริเวณที่คาดว่าทำหาย
2568-217,2025-07-24,08:15 น.,คุณอดิเทพ เลิศลบ,083-789-0123,ลักทรัพย์,"ร้านทอง ""ทองสิริ"" ย่านบางนา",เขตบางนา,กรุงเทพ,เมื่อวันที่ 2025-07-24 เวลา 08:05 น. ชายคนหนึ่งวิ่งราวสร้อยคอทองคำหนัก 1 บาท จากหน้าร้านทองไปต่อหน้าพนักงานขาย คุณอดิเทพซึ่งเป็นเจ้าของร้านได้พยายามวิ่งตามแต่ไม่ทัน,ร.ต.อ.วิชาญ ชัยชนะ,อยู่ระหว่างสอบสวน,ตรวจสอบกล้องวงจรปิดหน้าร้านและเส้นทางหลบหนี
2568-218,2025-07-25,11:30 น.,คุณกัญญาภัสร์ ใจดี,094-890-1234,บัญชีม้า,บ้านพัก ซอยอ่อนนุช 17,เขตสวนหลวง,กรุงเทพ,"เมื่อวันที่ 2025-07-23 คุณกัญญาภัสร์ถูกแก๊งคอลเซ็นเตอร์หลอกว่าพัสดุผิดกฎหมาย และต้องโอนเงินเพื่อตรวจสอบบัญชี เธอหลงเชื่อและโอนเงินไป 100,000 บาท",พ.ต.ท.หญิงปรีดา ศรีสุข,อยู่ระหว่างสอบสวน,อายัดบัญชีปลายทางและรวบรวมหลักฐานการสนทนา
2568-219,2025-07-26,19:00 น.,คุณธนภูมิ ชัยชนะ,065-901-2345,ทำร้ายร่างกาย,"บาร์ ""ไนท์ไลฟ์"" ย่านทองหล่อ",เขตวัฒนา,กรุงเทพ,เมื่อวันที่ 2025-07-26 เวลา 18:40 น. คุณธนภูมิถูกกลุ่มวัยรุ่นประมาณ 4 คน รุมทำร้ายร่างกายบริเวณหน้าร้านอาหาร หลังมีปากเสียงกันเรื่องการแย่งที่นั่ง คุณธนภูมิได้รับบาดเจ็บที่ใบหน้าและลำตัว,ร.ต.อ.วิชาญ ชัยชนะ,อยู่ระหว่างสอบสวน,สอบปากคำพยานและตรวจสอบกล้องวงจรปิดของบาร์
2568-220,2025-07-27,11:00 น.,คุณพงศธร ประสพสุข,086-012-3456,ของหาย,สวนสาธารณะเฉลิมพระเกียรติ,ข้อมูลไม่เพียงพอที่จะระบุเขต,unknown,"เมื่อวันที่ 2025-07-27 เวลา 10:40 น. คุณพงศธรทำโทรศัพท์มือถือยี่ห้อ Vivo X100 Pro สีน้ำเงิน มูลค่า 35,000 บาท หล่นหายไปขณะเดินออกกำลังกาย เขาได้พยายามเดินหาในบริเวณดังกล่าวแล้วแต่ไม่พบ",ร.ต.อ.วิชาญ ชัยชนะ,อยู่ระหว่างสอบสวน,ประสานงานกับเจ้าหน้าที่สวนเพื่อตรวจสอบพื้นที่และสอบถามผู้พบเห็น
2568-221,2025-07-28,08:45 น.,คุณอนันต์ ดีพร้อม,089-123-4567,ลักทรัพย์,"บริษัท ""ขนส่งด่วน เอ็กซ์เพรส"" สำนักงานใหญ่",ข้อมูลไม่เพียงพอที่จะระบุเขต,unknown,"เมื่อคืนวันที่ 2025-07-27 ระหว่างเวลา 23:00 น. ถึง 06:00 น. ของเช้าวันที่ 2025-07-28 พัสดุอิเล็กทรอนิกส์ขนาดเล็กจำนวน 70 กล่อง มูลค่ารวม 150,000 บาท ได้หายไปจากคลังสินค้า มีร่องรอยการตัดโซ่ประตูหลัง",พ.ต.ท.หญิงปรีดา ศรีสุข,อยู่ระหว่างสอบสวน,ตรวจสอบกล้องวงจรปิดของบริษัทและเก็บหลักฐานรอยเท้าในที่เกิดเหตุ
2568-222,2025-07-29,16:00 น.,คุณพัชราพร เที่ยงธรรม,061-234-5678,อุบัติเหตุจราจร,ซอยลาดพร้าว 87 (ใกล้ร้านสะดวกซื้อ),เขตวังทองหลาง,กรุงเทพ,เมื่อวันที่ 2025-07-29 เวลา 15:50 น. คุณพัชราพรขับรถยนต์ถูกรถจักรยานยนต์ที่ขับสวนเลนมาพุ่งชนบริเวณด้านหน้าอย่างจัง รถจักรยานยนต์ได้รับความเสียหายหนัก ส่วนรถยนต์ของ คุณพัชราพรได้รับความเสียหายที่กันชนหน้า คนขับจักรยานยนต์บาดเจ็บสาหัส,ร.ต.อ.วิชาญ ชัยชนะ,อยู่ระหว่างสอบสวน,ส่งเรื่องให้หน่วยพิสูจน์หลักฐานและรอผลชันสูตรพลิกศพของคู่กรณี
2568-223,2025-07-30,13:00 น.,คุณเอกภพ ศิริ,082-345-6789,บัญชีม้า,สถาบันสอนภาษาแห่งหนึ่ง ย่านสามย่านมิตรทาวน์,เขตปทุมวัน,กรุงเทพ,"เมื่อวันที่ 2025-07-28 คุณเอกภพถูกเพื่อนร่วมงาน (คุณสุเมธ) หลอกให้ร่วมลงทุนในธุรกิจซื้อขายสกุลเงินดิจิทัล โดยอ้างว่าจะได้รับผลตอบแทนสูง แต่เมื่อโอนเงินไป 300,000 บาทแล้ว คุณสุเมธก็ขาดการติดต่อไป",พ.ต.ท.หญิงปรีดา ศรีสุข,อยู่ระหว่างสอบสวน,รวบรวมหลักฐานการสนทนาและสลิปการโอนเงิน
2568-224,2025-07-31,09:10 น.,คุณรัศมี สงบจิต,063-456-7890,แจ้งความเท็จ,บ้านพัก หมู่บ้านเดอะพาร์ค ถนนราชพฤกษ์,ข้อมูลไม่เพียงพอที่จะระบุเขต,unknown,คุณรัศมีมาแจ้งความว่าถูกเพื่อนบ้าน (คุณสมคิด) แจ้งความเท็จเรื่องการร้องเรียนเสียงดังรบกวนจากงานเลี้ยงสังสรรค์ในบ้าน ทั้งที่เธอจัดงานเพียงเล็กน้อยและอยู่ในช่วงเวลาที่เหมาะสม และเกรงว่าจะถูกกลั่นแกล้ง,ร.ต.อ.วิชาญ ชัยชนะ,อยู่ระหว่างสอบสวน,สอบปากคำคู่กรณีทั้งสองฝ่ายและพยานในพื้นที่
2568-225,2025-08-01,17:00 น.,คุณภาคภูมิ อารี,088-567-8901,ลักทรัพย์,ลานจอดรถห้างสรรพสินค้าเซ็นทรัลปิ่นเกล้า,เขตบางกอกน้อย,กรุงเทพ,"เมื่อวันที่ 2025-08-01 เวลา 16:45 น. คุณภาคภูมิกลับมาที่รถยนต์ของตนเองหลังจากการชมภาพยนตร์ พบว่ากระจกหน้าต่างด้านคนขับถูกทุบแตก และกระเป๋าสะพายข้างยี่ห้อ Gucci ภายในมีเอกสารสำคัญและเงินสด 20,000 บาท ได้หายไป",พ.ต.ท.หญิงปรีดา ศรีสุข,อยู่ระหว่างสอบสวน,ประสานงานกับเจ้าหน้าที่รักษาความปลอดภัยของห้างเพื่อขอดูกล้องวงจรปิดในลานจอดรถ
2568-226,2025-08-02,10:15 น.,คุณลัดดาวัลย์ มั่นคง,095-678-9012,ฉ้อโกง,ตลาดสดนนทบุรี,จังหวัดนนทบุรี,จังหวัดนนทบุรี,"เมื่อวันที่ 2025-08-01 คุณลัดดาวัลย์ถูกหญิงสาวคนหนึ่งหลอกขายทองคำปลอมในราคาต่ำกว่าท้องตลาด โดยอ้างว่าเป็นทองรูปพรรณที่ได้มาอย่างเร่งด่วน คุณลัดดาวัลย์หลงเชื่อและซื้อไปในราคา 15,000 บาท เมื่อนำไปตรวจสอบที่ร้านทองจึงทราบว่าเป็นทองปลอม",ร.ต.อ.วิชาญ ชัยชนะ,อยู่ระหว่างสอบสวน,สอบปากคำพยานแม่ค้าในตลาดและตรวจสอบกล้องวงจรปิดบริเวณแผงขายของ
2568-227,2025-08-03,13:50 น.,คุณวิษณุชัย เกิดแสง,061-789-0123,อุบัติเหตุจราจร,ถนนศรีนครินทร์ ซอย 50,เขตประเวศ,กรุงเทพ,เมื่อวันที่ 2025-08-03 เวลา 13:40 น. รถยนต์ของ คุณวิษณุชัย ถูกรถกระบะที่ขับแซงซ้ายมาเบียด ทำให้รถเสียหลักไปชนท้ายรถยนต์ที่จอดอยู่ริมถนน รถของ คุณวิษณุชัย และรถยนต์ที่จอดอยู่ได้รับความเสียหายเล็กน้อย,พ.ต.ท.หญิงปรีดา ศรีสุข,อยู่ระหว่างสอบสวน,ตรวจสอบภาพจากกล้องวงจรปิดในซอยและสอบถามผู้เห็นเหตุการณ์
2568-228,2025-08-04,09:00 น.,คุณกมลรัตน์ รุ่งเรือง,083-890-1234,ของหาย,"ร้านกาแฟ ""คาเฟ่ อินเลิฟ"" ซอยอารีย์สัมพันธ์",เขตพญาไท,กรุงเทพ,"เมื่อวันที่ 2025-08-04 เวลา 08:30 น. คุณกมลรัตน์วางแท็บเล็ต Microsoft Surface Pro 10 สีเงิน มูลค่า 40,000 บาท ไว้บนโต๊ะในร้านกาแฟ เมื่อลุกไปเข้าห้องน้ำและกลับมาพบว่าแท็บเล็ตได้หายไปแล้ว",ร.ต.อ.วิชาญ ชัยชนะ,อยู่ระหว่างสอบสวน,ประสานงานกับเจ้าของร้านกาแฟเพื่อขอดูกล้องวงจรปิดภายในร้าน
2568-229,2025-08-05,18:20 น.,คุณอภิชาติ พัฒนา,094-901-2345,ทำร้ายร่างกาย,ลานจอดรถสวนสาธารณะเบญจกิติ,เขตคลองเตย,กรุงเทพ,เมื่อวันที่ 2025-08-05 เวลา 18:10 น. คุณอภิชาติถูกชายไม่ทราบชื่อ (ประมาณ 2 คน) เข้ามาทำร้ายร่างกายด้วยการชกต่อยและเตะ หลังจากการวิ่งออกกำลังกาย โดยไม่ทราบสาเหตุ คุณอภิชาติได้รับบาดเจ็บฟกช้ำตามใบหน้าและแขน,ร.ต.อ.วิชาญ ชัยชนะ,อยู่ระหว่างสอบสวน,ตรวจสอบกล้องวงจรปิดบริเวณทางเข้าออกสวนสาธารณะและสอบปากคำพยานที่อาจเห็นเหตุการณ์
2568-230,2025-08-06,11:50 น.,คุณศศิธร เจริญทรัพย์,065-012-3456,บัญชีม้า,"บริษัท ""คอนซัลท์ติ้ง วัน"" ย่านสาทร",เขตสาทร,กรุงเทพ,"เมื่อวันที่ 2025-08-04 คุณศศิธรได้รับการติดต่อจากบุคคลอ้างว่าเป็นเจ้าหน้าที่กรมสรรพากร แจ้งว่าเบอร์โทรศัพท์ของเธอถูกนำไปใช้ในกิจกรรมที่ผิดกฎหมาย และหลอกให้โอนเงินเพื่อยืนยันความบริสุทธิ์ เธอโอนเงินไป 90,000 บาท แต่ภายหลังพบว่าเป็นมิจฉาชีพ",พ.ต.ท.หญิงปรีดา ศรีสุข,อยู่ระหว่างสอบสวน,รวบรวมข้อมูลการโทรและสลิปการโอนเงินเพื่อติดตามบัญชีปลายทาง
2568-231,2025-08-07,14:00 น.,คุณปรีชาญ สุขจิต,086-123-4567,อุบัติเหตุจราจร,ถนนรัชดาภิเษก (ใกล้สถานี MRT ลาดพร้าว),เขตจตุจักร,กรุงเทพ,เมื่อวันที่ 2025-08-07 เวลา 13:45 น. รถยนต์ของ คุณปรีชาญ ถูกรถยนต์อีกคันที่ขับเปลี่ยนเลนกะทันหันพุ่งชนด้านข้าง ทำให้รถทั้งสองได้รับความเสียหาย คุณปรีชาญได้รับบาดเจ็บเล็กน้อยจากแรงกระแทก,ร.ต.อ.วิชาญ ชัยชนะ,อยู่ระหว่างสอบสวน,รอผลการสอบสวนเพิ่มเติมจากพนักงานสอบสวน
2568-232,2025-08-08,10:30 น.,คุณชนินทร แจ่มใส,089-234-5678,ลักทรัพย์,"โรงแรม ""แกรนด์พลาซ่า"" สุขุมวิท",ข้อมูลไม่เพียงพอที่จะระบุเขต,unknown,"เมื่อวันที่ 2025-08-08 เวลา 10:00 น. คุณชนินทรพบว่ากระเป๋าเดินทางแบบล้อลากของตนเองที่วางไว้ในล็อบบี้โรงแรมขณะเช็คอิน ได้หายไป ภายในมีเสื้อผ้า, เครื่องสำอาง, และเงินสด 12,000 บาท",พ.ต.ท.หญิงปรีดา ศรีสุข,อยู่ระหว่างสอบสวน,ตรวจสอบกล้องวงจรปิดของโรงแรมและสอบถามพนักงาน
2568-233,2025-08-09,11:00 น.,คุณมณเฑียร พรหมบุตร,061-345-6789,ของหาย,ท่าอากาศยานดอนเมือง (อาคารผู้โดยสารขาเข้า),เขตดอนเมือง,กรุงเทพ,เมื่อวันที่ 2025-08-09 เวลา 10:45 น. คุณมณเฑียรทำพาสปอร์ตและกระเป๋าคาดเอวหายขณะรอรับกระเป๋าเดินทาง ภายในมีเงินสกุลต่างประเทศ 700 ดอลลาร์สหรัฐฯ และเอกสารสำคัญส่วนตัว,ร.ต.อ.วิชาญ ชัยชนะ,อยู่ระหว่างสอบสวน,ประสานงานกับฝ่ายรักษาความปลอดภัยสนามบินและตรวจสอบกล้องวงจรปิด
2568-234,2025-08-10,15:00 น.,คุณสายสมร สุขใจ,082-456-7890,ฉ้อโกง,"ตลาดนัดกลางคืน ""สายลม"" หน้าเซ็นทรัลพระราม 2",เขตบางขุนเทียน,กรุงเทพ,"เมื่อวันที่ 2025-08-09 คุณสายสมรถูกหญิงคนหนึ่งหลอกให้ซื้อสินค้าปลอม (นาฬิกาแบรนด์เนมเลียนแบบ) ในราคาสูงถึง 15,000 บาท โดยอ้างว่าเป็นของแท้ลดราคา เมื่อนำไปตรวจสอบพบว่าเป็นของปลอมคุณภาพต่ำ",พ.ต.ท.หญิงปรีดา ศรีสุข,อยู่ระหว่างสอบสวน,สอบปากคำพยานและตรวจสอบกล้องวงจรปิดในบริเวณตลาด
2568-235,2025-08-11,10:40 น.,คุณสุเทพ ชนะศึก,063-567-8901,อุบัติเหตุจราจร,ถนนบรมราชชนนี ซอย 50,เขตตลิ่งชัน,กรุงเทพ,เมื่อวันที่ 2025-08-11 เวลา 10:30 น. รถยนต์ของ คุณสุเทพ ถูกรถจักรยานยนต์ที่ขับมาจากซอยชนบริเวณด้านข้าง คนขับจักรยานยนต์บาดเจ็บเล็กน้อย รถทั้งสองคันได้รับความเสียหายเล็กน้อย,ร.ต.อ.วิชาญ ชัยชนะ,อยู่ระหว่างสอบสวน,รอผลการเจรจาค่าเสียหายจากประกัน
2568-236,2025-08-12,09:20 น.,คุณบุญศรี กิจดี,088-678-9012,แจ้งความเท็จ,"โรงเรียนอนุบาล ""บ้านหนูน้อย"" แห่งหนึ่งในกรุงเทพฯ",ข้อมูลไม่เพียงพอที่จะระบุเขต,unknown,คุณบุญศรีซึ่งเป็นคุณครู มาแจ้งความว่าถูกผู้ปกครองนักเรียน (คุณสมเกียรติ) แจ้งความเท็จเรื่องการทำร้ายร่างกายนักเรียน ซึ่งไม่เป็นความจริง ทำให้เธอได้รับความเสียหายและเสียชื่อเสียง,พ.ต.ท.หญิงปรีดา ศรีสุข,อยู่ระหว่างสอบสวน,สอบปากคำนักเรียนและผู้ปกครองที่เกี่ยวข้อง พร้อมตรวจสอบพยานหลักฐานจากกล้องวงจรปิดของโรงเรียน
2568-237,2025-08-13,18:00 น.,คุณอัครพล กิจเจริญ,095-789-0123,ลักทรัพย์,"ลานจอดรถซุปเปอร์มาร์เก็ต ""โลตัส เอ็กซ์เพรส""",ข้อมูลไม่เพียงพอที่จะระบุเขต,unknown,"เมื่อวันที่ 2025-08-13 เวลา 17:45 น. คุณอัครพลกลับมาที่รถยนต์ของตนเองหลังจากการซื้อของ พบว่ากระจกหน้าต่างด้านคนขับถูกทุบแตก และกระเป๋าเอกสารภายในมีโน้ตบุ๊กยี่ห้อ HP มูลค่า 22,000 บาท ได้หายไป",ร.ต.อ.วิชาญ ชัยชนะ,อยู่ระหว่างสอบสวน,ประสานงานกับเจ้าหน้าที่รักษาความปลอดภัยของซุปเปอร์มาร์เก็ตเพื่อขอดูกล้องวงจรปิดในลานจอดรถ
2568-238,2025-08-14,11:30 น.,คุณปราณี กาญจน,061-890-1234,ฉ้อโกง,ตลาดสดบางกะปิ,เขตบางกะปิ,กรุงเทพ,"เมื่อวันที่ 2025-08-13 คุณปราณีถูกหญิงวัยกลางคนหลอกขายผลิตภัณฑ์เสริมอาหารปลอม โดยอ้างว่าสามารถรักษาโรคได้สารพัด และชักชวนให้ซื้อในราคาสูงถึง 18,000 บาท เมื่อนำผลิตภัณฑ์ไปตรวจสอบกับแพทย์จึงทราบว่าเป็นของปลอม",พ.ต.ท.หญิงปรีดา ศรีสุข,อยู่ระหว่างสอบสวน,สอบปากคำพยานและตรวจสอบกล้องวงจรปิดบริเวณแผงขายสินค้า
2568-239,2025-08-15,14:20 น.,คุณวิโรจน์ แสงสว่าง,083-901-2345,อุบัติเหตุจราจร,ถนนพระราม 3 ใกล้สะพานภูมิพล,เขตยานนาวา,กรุงเทพ,เมื่อวันที่ 2025-08-15 เวลา 14:10 น. รถยนต์ของ คุณวิโรจน์ ถูกรถยนต์ที่ขับตามหลังมาชนท้ายอย่างจัง เนื่องจากรถคันหลังเบรกไม่ทัน รถทั้งสองคันได้รับความเสียหายเล็กน้อย ไม่มีผู้บาดเจ็บ,ร.ต.อ.วิชาญ ชัยชนะ,ยุติการสอบสวน,คู่กรณีตกลงค่าเสียหายและเคลียร์กันได้เรียบร้อย
2568-240,2025-08-16,11:00 น.,คุณดวงตา ใจดี,094-012-3456,ทะเลาะวิวาท,บ้านพัก ซอยรามคำแหง 50,เขตบางกะปิ,กรุงเทพ,เมื่อวันที่ 2025-08-15 เวลาประมาณ 21:00 น. คุณดวงตามีปากเสียงอย่างรุนแรงกับผู้เช่าห้องข้างๆ (คุณสมหญิง) เรื่องเสียงดังรบกวนจากการเปิดเพลงเสียงดัง การโต้เถียงบานปลายจนมีการผลักดันกันเล็กน้อยแต่ไม่มีใครบาดเจ็บ,ร.ต.อ.วิชาญ ชัยชนะ,อยู่ระหว่างสอบสวน,ประสานนิติบุคคลอาคารชุดเพื่อไกล่เกลี่ย
